seed_id,citing_openalex_id,citing_doi,citing_mag,citing_pmid,citing_year,citing_decade,citing_type,citing_type_crossref,citing_is_retracted,citing_language,citing_cited_by_count,citing_primary_topic,citing_primary_field,citing_primary_subfield,citing_primary_source,citing_is_oa,citing_oa_url,citing_title,cites_target_ids,cites_n_target_editions
meadows_1972_limits_to_growth,https://openalex.org/W4407069160,https://doi.org/10.1007/978-3-031-78412-5_4,,,2025,2020s,book-chapter,,False,en,3,Environmental Sustainability in Business,"Business, Management and Accounting",Marketing,"Studies in systems, decision and control",False,,Digital Marketing Strategies for Sustainable Business Models: An Indian Perspective,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4407168978,https://doi.org/10.52080/rvgluz.30.109.3,,,2025,2020s,article,,False,es,3,Innovation and Socioeconomic Development,"Business, Management and Accounting",Business and International Management,Revista Venezolana de Gerencia,True,https://produccioncientificaluz.org/index.php/rvg/article/download/43387/51061/,Sostenibilidad de emprendimientos en zonas vulnerables del Ecuador,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4407371106,https://doi.org/10.1080/23311886.2025.2464017,,,2025,2020s,article,,False,en,3,"Agriculture, Land Use, Rural Development",Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Cogent Social Sciences,True,https://doi.org/10.1080/23311886.2025.2464017,Rethinking resource scarcity: towards ecofeminist decolonial degrowth,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4411468713,https://doi.org/10.1016/j.rcradv.2025.200271,,,2025,2020s,article,,False,en,3,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Resources Conservation & Recycling Advances,True,https://doi.org/10.1016/j.rcradv.2025.200271,"A systematic literature review of simulation models for flows, markets, and sustainability of critical energy transition minerals",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4416234331,https://doi.org/10.1007/s42114-025-01508-6,,,2025,2020s,article,,False,en,3,Polymer composites and self-healing,Materials Science,Polymers and Plastics,Advanced Composites and Hybrid Materials,True,https://doi.org/10.1007/s42114-025-01508-6,En route to realistic sustainable structural fiber-reinforced polymers in a circular economy,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W3163157618,https://doi.org/10.1007/978-981-13-0370-8_77-1,3163157618,,2020,2020s,book-chapter,,False,en,2,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",,False,,"Systems Ecology and Limits to Growth: History, Models, and Present Status",W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W3211005185,https://doi.org/10.1007/978-3-030-76683-2_4,3211005185,,2021,2020s,book-chapter,,False,en,2,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",,False,,Development of Ecological Awareness,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W3215444073,https://doi.org/10.1007/978-3-662-63570-4_1,3215444073,,2021,2020s,book-chapter,,False,en,2,Urban and Freight Transport Logistics,Engineering,Building and Construction,Management-Reihe Corporate Social Responsibility,False,,Nachhaltige Logistik,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W4247729634,https://doi.org/10.1007/978-3-030-02006-4_369-1,,,2021,2020s,book-chapter,,False,en,2,Accounting and Organizational Management,"Business, Management and Accounting",Management Information Systems,,False,,Stakeholder Value Creation,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4387042450,https://doi.org/10.1515/9783839461778,,,2023,2020s,book,,False,en,2,Discourse Analysis in Language Studies,Arts and Humanities,Literature and Literary Theory,transcript Verlag eBooks,True,https://www.degruyterbrill.com/document/doi/10.1515/9783839461778/pdf,Subversive Semantics in Political and Cultural Discourse,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4399980105,https://doi.org/10.1007/978-981-97-3418-4_27,,,2024,2020s,book-chapter,,False,en,2,Global Educational Policies and Reforms,Social Sciences,Political Science and International Relations,,False,,An Historical Analysis of the Concept of Progress in the Policy Documents of the Australian Capital Territory Education System (1967–2023),W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4403415585,https://doi.org/10.3384/rela.2000-7426.5549,,,2024,2020s,editorial,,False,en,2,Youth Education and Societal Dynamics,Social Sciences,Sociology and Political Science,European Journal for Research on the Education and Learning of Adults,True,https://rela.ep.liu.se/article/download/5549/4404,Editorial,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4405696004,https://doi.org/10.30586/pek.1560723,,,2024,2020s,article,,False,tr,2,"Energy, Environment, Economic Growth","Economics, Econometrics and Finance",Economics and Econometrics,Politik Ekonomik Kuram,True,https://dergipark.org.tr/tr/download/article-file/4261062,Sürdürülebilir Çevre Perspektifinde Türkiye’nin Ekolojik Açığı ve Yakınsama Analizi: Fourier KSS Birim Kök Testi,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4408497818,https://doi.org/10.1002/sres.3149,,,2025,2020s,article,,False,en,2,Complex Systems and Decision Making,Decision Sciences,Management Science and Operations Research,Systems Research and Behavioral Science,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sres.3149,Epistemological Implications of a System—Theoretical Understanding for Sustainability Models,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4408733592,https://doi.org/10.1007/978-3-031-82299-5_2,,,2025,2020s,book-chapter,,False,en,2,Economic Growth and Productivity,"Economics, Econometrics and Finance",Economics and Econometrics,,False,,The Economic Growth Trap,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4409623296,https://doi.org/10.1080/17524032.2025.2490960,,,2025,2020s,article,,False,en,2,Climate Change Communication and Perception,Social Sciences,Sociology and Political Science,Environmental Communication,True,https://www.tandfonline.com/doi/pdf/10.1080/17524032.2025.2490960,Climate Activist Groups’ Discourses on Science and Knowledge: Merging Rhetorical Strategies with Political Visions,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4410034968,https://doi.org/10.1007/978-3-031-83553-7_8,,,2025,2020s,book-chapter,,False,en,2,Ecology and Vegetation Dynamics Studies,Environmental Science,Nature and Landscape Conservation,,False,,Where the Wild Things Are: Identifying the Factors Behind and Mitigation Measures for Biodiversity Conservation Crisis in Himalayas,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4410708229,https://doi.org/10.1016/j.sftr.2025.100724,,,2025,2020s,article,,False,en,2,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Sustainable Futures,True,https://doi.org/10.1016/j.sftr.2025.100724,Measuring Sustainability in Economic Output in the Member States that Joined the European Union in 2004,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4410979337,https://doi.org/10.1016/j.eist.2025.101019,,,2025,2020s,article,,False,en,2,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Environmental Innovation and Societal Transitions,True,https://doi.org/10.1016/j.eist.2025.101019,Interactions between Sustainability assessment and Sustainability transitions research: The benefits of combining approaches,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4412842670,https://doi.org/10.3917/e.jie.pr2.0197,,,2025,2020s,article,,False,en,2,Innovation Policy and R&D,"Economics, Econometrics and Finance",Economics and Econometrics,Journal of Innovation Economics & Management,True,https://shs.cairn.info/article/E_JIE_PR2_0197/pdf?lang=en,"Transformational Innovation Policies: About Promises, Criticisms and Differentiations",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4412850315,https://doi.org/10.1177/14614448251336420,,https://pubmed.ncbi.nlm.nih.gov/40756218,2025,2020s,article,,False,en,2,Supply Chain Resilience and Risk Management,"Business, Management and Accounting",Strategy and Management,New Media & Society,True,https://doi.org/10.1177/14614448251336420,"The geo-politics of resilience: On the historical convergence between ecology, artificial intelligence, and corporate strategy",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4412981620,https://doi.org/10.1139/cjfas-2024-0420,,,2025,2020s,article,,False,en,2,Environmental Conservation and Management,Environmental Science,"Management, Monitoring, Policy and Law",Canadian Journal of Fisheries and Aquatic Sciences,False,,Impediments to the protection and recovery of freshwater aquatic species at risk: ultimate causation in perspective,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4414307157,https://doi.org/10.3390/multimedia1010004,,,2025,2020s,article,,False,en,2,Environmental Education and Sustainability,Environmental Science,"Management, Monitoring, Policy and Law",Multimedia,True,https://www.mdpi.com/3042-6308/1/1/4/pdf?version=1758012362,Imagining Ecocentric Futures Through Media: Biocentric Evaluation Questionnaire for Degrowth and Non-Anthropocentric Societies,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4414471178,https://doi.org/10.1177/01622439251367132,,,2025,2020s,article,,False,en,2,Agriculture Sustainability and Environmental Impact,Environmental Science,Ecology,Science Technology & Human Values,True,https://doi.org/10.1177/01622439251367132,"Framing the Planetary and Calculating the Complex: The Controversies, Overflows, and Floods of the EAT-Lancet Planetary Diet",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4414690177,https://doi.org/10.3390/su17198816,,,2025,2020s,article,,False,en,2,Environmental Education and Sustainability,Environmental Science,"Management, Monitoring, Policy and Law",Sustainability,True,https://www.mdpi.com/2071-1050/17/19/8816/pdf?version=1759326330,"The What, Why, and How of Climate Change Education: Strengthening Teacher Education for Resilience",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4416093794,https://doi.org/10.3390/su172210014,,,2025,2020s,article,,False,en,2,Urban Green Space and Health,Environmental Science,"Health, Toxicology and Mutagenesis",Sustainability,True,https://www.mdpi.com/2071-1050/17/22/10014/pdf,"Integrating Urban Design, Healthy Habits, and Socio-Ecological Networks: A One Health and Well-Being Framework for Sustainable Cities",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W7119084113,https://doi.org/10.1038/s44458-025-00009-3,,,2026,2020s,article,,False,en,2,Global Development and Urbanization,Social Sciences,Sociology and Political Science,Communications Sustainability,True,https://www.nature.com/articles/s44458-025-00009-3.pdf,A systems reset for sustainable development,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W7127039877,https://doi.org/10.1057/s42214-026-00239-9,,,2026,2020s,article,,False,en,2,Sustainable Industrial Ecology,Engineering,Industrial and Manufacturing Engineering,Journal of International Business Policy,True,https://link.springer.com/content/pdf/10.1057/s42214-026-00239-9.pdf,A policymaking perspective on international business and the natural environment,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W3044914852,https://doi.org/10.1007/978-3-030-51178-4_5,3044914852,,2020,2020s,book-chapter,,False,en,1,Scientific Computing and Data Management,Decision Sciences,Information Systems and Management,Advances in geophysical and environmental mechanics and mathematics,False,,The Science-Policy Interface of Subsurface Environmental Modelling,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W3099812235,https://doi.org/10.1007/978-3-030-56123-9_14,3099812235,,2020,2020s,book-chapter,,False,en,1,Political Economy and Marxism,Social Sciences,Sociology and Political Science,Palgrave studies in the history of economic thought,False,,Marx and the Environment,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W4211052466,https://doi.org/10.1017/9781108662963.006,,,2020,2020s,book-chapter,,False,en,1,Land Use and Ecosystem Services,Environmental Science,Global and Planetary Change,Cambridge University Press eBooks,False,,Ecological Modelling,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2065595470,https://doi.org/10.1108/03684929510089321,2065595470,,1995,1990s,article,,False,en,90,"Chaos, Complexity, and Education",Computer Science,Computational Theory and Mathematics,Kybernetes,False,,The challenge of sociocybernetics,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2127544212,https://doi.org/10.1177/0143831x8782002,2127544212,,1987,1980s,article,,False,en,90,Labor Movements and Unions,Social Sciences,Public Administration,Economic and Industrial Democracy,True,https://resolver.sub.uni-goettingen.de/purl?gro-2/91894,Limits of the Division of Labour. New Production and Employment Concepts in West German Industry,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2048517095,https://doi.org/10.1016/s1053-5357(00)00073-1,2048517095,,2000,2000s,article,,False,en,86,Psychological Well-being and Life Satisfaction,Psychology,Social Psychology,The Journal of Socio-Economics,False,,Relational wealth and the quality of life,W2079238586|W3145345180,2
